1000015|META GROUP INC|10-Q|1998-11-16|edgar/data/1000015/0001000015-98-000025.txt|edgar/data/1000015/0001000015-98-000025-index.html
1000015|META GROUP INC|8-K|1998-11-03|edgar/data/1000015/0001000015-98-000023.txt|edgar/data/1000015/0001000015-98-000023-index.html
1000015|META GROUP INC|S-3|1998-11-19|edgar/data/1000015/0001000015-98-000027.txt|edgar/data/1000015/0001000015-98-000027-index.html
1000015|META GROUP INC|S-8|1998-12-03|edgar/data/1000015/0001000015-98-000031.txt|edgar/data/1000015/0001000015-98-000031-index.html
1000015|META GROUP INC|SC 13G/A|1998-10-06|edgar/data/1000015/0000943152-98-000336.txt|edgar/data/1000015/0000943152-98-000336-index.html
1000045|NICHOLAS FINANCIAL INC|10QSB|1998-11-13|edgar/data/1000045/0001000045-98-000008.txt|edgar/data/1000045/0001000045-98-000008-index.html
1000048|TECHNOLOGY FLAVORS & FRAGRANCES INC|10QSB|1998-11-16|edgar/data/1000048/0001005477-98-003274.txt|edgar/data/1000048/0001005477-98-003274-index.html
1000048|TECHNOLOGY FLAVORS & FRAGRANCES INC|8-K/A|1998-11-05|edgar/data/1000048/0001005477-98-003019.txt|edgar/data/1000048/0001005477-98-003019-index.html
1000050|LENOX BANCORP INC|10QSB|1998-11-13|edgar/data/1000050/0000950169-98-001132.txt|edgar/data/1000050/0000950169-98-001132-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|24F-2NT|1998-12-14|edgar/data/1000069/0001000069-98-000018.txt|edgar/data/1000069/0001000069-98-000018-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|485APOS|1998-12-01|edgar/data/1000069/0001000069-98-000015.txt|edgar/data/1000069/0001000069-98-000015-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|497|1998-11-10|edgar/data/1000069/0001000069-98-000011.txt|edgar/data/1000069/0001000069-98-000011-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|497|1998-11-24|edgar/data/1000069/0001000069-98-000012.txt|edgar/data/1000069/0001000069-98-000012-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|497|1998-12-30|edgar/data/1000069/0001000069-98-000019.txt|edgar/data/1000069/0001000069-98-000019-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|N-30D|1998-11-24|edgar/data/1000069/0001000069-98-000013.txt|edgar/data/1000069/0001000069-98-000013-index.html
1000069|TEXAS CAPITAL VALUE FUNDS INC|NSAR-B|1998-11-30|edgar/data/1000069/0001000069-98-000014.txt|edgar/data/1000069/0001000069-98-000014-index.html
1000072|LIPPER FUNDS INC|497|1998-11-16|edgar/data/1000072/0000950110-98-001340.txt|edgar/data/1000072/0000950110-98-001340-index.html
1000077|SMITH BARNEY CONCERT SERIES INC|497|1998-10-05|edgar/data/1000077/0000091155-98-000615.txt|edgar/data/1000077/0000091155-98-000615-index.html
1000077|SMITH BARNEY CONCERT SERIES INC|497|1998-10-23|edgar/data/1000077/0000091155-98-000636.txt|edgar/data/1000077/0000091155-98-000636-index.html
1000077|SMITH BARNEY CONCERT SERIES INC|497|1998-12-01|edgar/data/1000077/0000091155-98-000700.txt|edgar/data/1000077/0000091155-98-000700-index.html
1000077|SMITH BARNEY CONCERT SERIES INC|N-30D|1998-10-19|edgar/data/1000077/0000091155-98-000629.txt|edgar/data/1000077/0000091155-98-000629-index.html
1000077|SMITH BARNEY CONCERT SERIES INC|NSAR-A|1998-11-20|edgar/data/1000077/0000091155-98-000684.txt|edgar/data/1000077/0000091155-98-000684-index.html
1000079|SC&T INTERNATIONAL INC|10QSB/A|1998-12-16|edgar/data/1000079/0000950147-98-001037.txt|edgar/data/1000079/0000950147-98-001037-index.html
1000079|SC&T INTERNATIONAL INC|10QSB|1998-12-15|edgar/data/1000079/0000950147-98-001033.txt|edgar/data/1000079/0000950147-98-001033-index.html
1000095|LANE ALTMAN & OWENS|SC 13D|1998-12-01|edgar/data/1000095/0001058217-98-000105.txt|edgar/data/1000095/0001058217-98-000105-index.html
