1000032|BINCH JAMES G|4|2014-12-02|edgar/data/1000032/0001181431-14-037642.txt|edgar/data/1000032/0001181431-14-037642-index.html
1000045|NICHOLAS FINANCIAL INC|10-Q|2014-11-10|edgar/data/1000045/0001193125-14-405616.txt|edgar/data/1000045/0001193125-14-405616-index.html
1000045|NICHOLAS FINANCIAL INC|4/A|2014-10-02|edgar/data/1000045/0001200876-14-000149.txt|edgar/data/1000045/0001200876-14-000149-index.html
1000045|NICHOLAS FINANCIAL INC|4|2014-10-01|edgar/data/1000045/0001200876-14-000148.txt|edgar/data/1000045/0001200876-14-000148-index.html
1000045|NICHOLAS FINANCIAL INC|4|2014-10-03|edgar/data/1000045/0001000045-14-000007.txt|edgar/data/1000045/0001000045-14-000007-index.html
1000045|NICHOLAS FINANCIAL INC|4|2014-10-23|edgar/data/1000045/0001200876-14-000167.txt|edgar/data/1000045/0001200876-14-000167-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2014-10-21|edgar/data/1000045/0001193125-14-377519.txt|edgar/data/1000045/0001193125-14-377519-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2014-11-04|edgar/data/1000045/0001193125-14-395121.txt|edgar/data/1000045/0001193125-14-395121-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2014-11-18|edgar/data/1000045/0001193125-14-416789.txt|edgar/data/1000045/0001193125-14-416789-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13G|2014-12-04|edgar/data/1000045/0001193125-14-433635.txt|edgar/data/1000045/0001193125-14-433635-index.html
1000045|NICHOLAS FINANCIAL INC|SC TO-C|2014-12-22|edgar/data/1000045/0001193125-14-450851.txt|edgar/data/1000045/0001193125-14-450851-index.html
"1000097|KINGDON CAPITAL MANAGEMENT, L.L.C.|13F-HR|2014-11-14|edgar/data/1000097/0000919574-14-006693.txt|edgar/data/1000097/0000919574-14-006693-index.html"
"1000097|KINGDON CAPITAL MANAGEMENT, L.L.C.|SC 13G|2014-11-28|edgar/data/1000097/0000919574-14-006832.txt|edgar/data/1000097/0000919574-14-006832-index.html"
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2014-11-18|edgar/data/1000177/0000919574-14-006729.txt|edgar/data/1000177/0000919574-14-006729-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|SC 13D|2014-12-19|edgar/data/1000177/0000919574-14-007088.txt|edgar/data/1000177/0000919574-14-007088-index.html
1000180|SANDISK CORP|10-Q|2014-11-03|edgar/data/1000180/0001000180-14-000068.txt|edgar/data/1000180/0001000180-14-000068-index.html
