1000032|BINCH JAMES G|4|2013-12-02|edgar/data/1000032/0001181431-13-061075.txt|edgar/data/1000032/0001181431-13-061075-index.html
1000045|NICHOLAS FINANCIAL INC|10-Q|2013-11-12|edgar/data/1000045/0001193125-13-438121.txt|edgar/data/1000045/0001193125-13-438121-index.html
1000045|NICHOLAS FINANCIAL INC|425|2013-12-18|edgar/data/1000045/0001193125-13-477025.txt|edgar/data/1000045/0001193125-13-477025-index.html
1000045|NICHOLAS FINANCIAL INC|4|2013-12-03|edgar/data/1000045/0001140361-13-044735.txt|edgar/data/1000045/0001140361-13-044735-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2013-10-31|edgar/data/1000045/0001193125-13-419892.txt|edgar/data/1000045/0001193125-13-419892-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2013-12-18|edgar/data/1000045/0001193125-13-477024.txt|edgar/data/1000045/0001193125-13-477024-index.html
"1000069|EMPIRIC FUNDS, INC|N-8F ORDR|2013-12-03|edgar/data/1000069/9999999997-13-016996.txt|edgar/data/1000069/9999999997-13-016996-index.html"
"1000069|EMPIRIC FUNDS, INC|N-8F|2013-10-03|edgar/data/1000069/0000894189-13-005604.txt|edgar/data/1000069/0000894189-13-005604-index.html"
"1000097|KINGDON CAPITAL MANAGEMENT, L.L.C.|13F-HR/A|2013-11-15|edgar/data/1000097/0000919574-13-006727.txt|edgar/data/1000097/0000919574-13-006727-index.html"
"1000097|KINGDON CAPITAL MANAGEMENT, L.L.C.|13F-HR|2013-11-14|edgar/data/1000097/0000919574-13-006686.txt|edgar/data/1000097/0000919574-13-006686-index.html"
1000177|NORDIC AMERICAN TANKERS Ltd|424B2|2013-11-21|edgar/data/1000177/0001193125-13-449865.txt|edgar/data/1000177/0001193125-13-449865-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|424B2|2013-11-25|edgar/data/1000177/0001193125-13-452976.txt|edgar/data/1000177/0001193125-13-452976-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-10-30|edgar/data/1000177/0000919574-13-006026.txt|edgar/data/1000177/0000919574-13-006026-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-11-05|edgar/data/1000177/0000919574-13-006098.txt|edgar/data/1000177/0000919574-13-006098-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-11-21|edgar/data/1000177/0001193125-13-449826.txt|edgar/data/1000177/0001193125-13-449826-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-11-22|edgar/data/1000177/0000919574-13-006779.txt|edgar/data/1000177/0000919574-13-006779-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-11-22|edgar/data/1000177/0000919574-13-006785.txt|edgar/data/1000177/0000919574-13-006785-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-11-27|edgar/data/1000177/0000919574-13-006830.txt|edgar/data/1000177/0000919574-13-006830-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2013-12-12|edgar/data/1000177/0000919574-13-006911.txt|edgar/data/1000177/0000919574-13-006911-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-10-18|edgar/data/1000177/0000919574-13-005940.txt|edgar/data/1000177/0000919574-13-005940-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-10-24|edgar/data/1000177/0000919574-13-005991.txt|edgar/data/1000177/0000919574-13-005991-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-11-01|edgar/data/1000177/0000919574-13-006068.txt|edgar/data/1000177/0000919574-13-006068-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-11-01|edgar/data/1000177/0000919574-13-006070.txt|edgar/data/1000177/0000919574-13-006070-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-11-04|edgar/data/1000177/0000919574-13-006085.txt|edgar/data/1000177/0000919574-13-006085-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|CORRESP|2013-11-04|edgar/data/1000177/0000919574-13-006088.txt|edgar/data/1000177/0000919574-13-006088-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|EFFECT|2013-11-06|edgar/data/1000177/9999999995-13-003190.txt|edgar/data/1000177/9999999995-13-003190-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|EFFECT|2013-11-06|edgar/data/1000177/9999999995-13-003191.txt|edgar/data/1000177/9999999995-13-003191-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|F-3/A|2013-11-01|edgar/data/1000177/0000919574-13-006064.txt|edgar/data/1000177/0000919574-13-006064-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|F-3/A|2013-11-01|edgar/data/1000177/0000919574-13-006066.txt|edgar/data/1000177/0000919574-13-006066-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|FWP|2013-11-21|edgar/data/1000177/0001193125-13-449854.txt|edgar/data/1000177/0001193125-13-449854-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|FWP|2013-11-22|edgar/data/1000177/0000919574-13-006782.txt|edgar/data/1000177/0000919574-13-006782-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|UPLOAD|2013-10-03|edgar/data/1000177/0000000000-13-054619.txt|edgar/data/1000177/0000000000-13-054619-index.html
1000177|NORDIC AMERICAN TANKERS Ltd|UPLOAD|2013-10-29|edgar/data/1000177/0000000000-13-059227.txt|edgar/data/1000177/0000000000-13-059227-index.html
1000180|SANDISK CORP|10-Q|2013-10-22|edgar/data/1000180/0001000180-13-000065.txt|edgar/data/1000180/0001000180-13-000065-index.html
1000180|SANDISK CORP|4|2013-10-10|edgar/data/1000180/0001242648-13-000088.txt|edgar/data/1000180/0001242648-13-000088-index.html
1000180|SANDISK CORP|4|2013-10-10|edgar/data/1000180/0001242648-13-000089.txt|edgar/data/1000180/0001242648-13-000089-index.html
1000180|SANDISK CORP|4|2013-10-17|edgar/data/1000180/0001242648-13-000090.txt|edgar/data/1000180/0001242648-13-000090-index.html
1000180|SANDISK CORP|4|2013-10-17|edgar/data/1000180/0001242648-13-000091.txt|edgar/data/1000180/0001242648-13-000091-index.html
1000180|SANDISK CORP|4|2013-10-23|edgar/data/1000180/0001242648-13-000092.txt|edgar/data/1000180/0001242648-13-000092-index.html
1000180|SANDISK CORP|4|2013-10-23|edgar/data/1000180/0001242648-13-000093.txt|edgar/data/1000180/0001242648-13-000093-index.html
1000180|SANDISK CORP|4|2013-10-31|edgar/data/1000180/0001242648-13-000094.txt|edgar/data/1000180/0001242648-13-000094-index.html
1000180|SANDISK CORP|4|2013-10-31|edgar/data/1000180/0001242648-13-000095.txt|edgar/data/1000180/0001242648-13-000095-index.html
1000180|SANDISK CORP|4|2013-11-06|edgar/data/1000180/0001242648-13-000096.txt|edgar/data/1000180/0001242648-13-000096-index.html
1000180|SANDISK CORP|4|2013-11-08|edgar/data/1000180/0001242648-13-000097.txt|edgar/data/1000180/0001242648-13-000097-index.html
1000180|SANDISK CORP|4|2013-11-12|edgar/data/1000180/0001000180-13-000066.txt|edgar/data/1000180/0001000180-13-000066-index.html
1000180|SANDISK CORP|4|2013-11-13|edgar/data/1000180/0001000180-13-000069.txt|edgar/data/1000180/0001000180-13-000069-index.html
1000180|SANDISK CORP|4|2013-11-19|edgar/data/1000180/0001000180-13-000071.txt|edgar/data/1000180/0001000180-13-000071-index.html
