1000032|BINCH JAMES G|4|2017-03-02|edgar/data/1000032/0001209191-17-016798.txt|edgar/data/1000032/0001209191-17-016798-index.html
1000032|BINCH JAMES G|4|2017-03-10|edgar/data/1000032/0001209191-17-019745.txt|edgar/data/1000032/0001209191-17-019745-index.html
1000032|BINCH JAMES G|4|2017-03-10|edgar/data/1000032/0001209191-17-019846.txt|edgar/data/1000032/0001209191-17-019846-index.html
1000045|NICHOLAS FINANCIAL INC|10-Q|2017-02-09|edgar/data/1000045/0001193125-17-035551.txt|edgar/data/1000045/0001193125-17-035551-index.html
1000045|NICHOLAS FINANCIAL INC|3|2017-01-05|edgar/data/1000045/0001398344-17-000151.txt|edgar/data/1000045/0001398344-17-000151-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-05|edgar/data/1000045/0001398344-17-000154.txt|edgar/data/1000045/0001398344-17-000154-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-09|edgar/data/1000045/0001398344-17-000309.txt|edgar/data/1000045/0001398344-17-000309-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-12|edgar/data/1000045/0001398344-17-000516.txt|edgar/data/1000045/0001398344-17-000516-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-18|edgar/data/1000045/0001398344-17-000621.txt|edgar/data/1000045/0001398344-17-000621-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-23|edgar/data/1000045/0001398344-17-000726.txt|edgar/data/1000045/0001398344-17-000726-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-01-27|edgar/data/1000045/0001398344-17-000990.txt|edgar/data/1000045/0001398344-17-000990-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-02-01|edgar/data/1000045/0001398344-17-001230.txt|edgar/data/1000045/0001398344-17-001230-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-02-03|edgar/data/1000045/0001398344-17-001358.txt|edgar/data/1000045/0001398344-17-001358-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-02-10|edgar/data/1000045/0001398344-17-001849.txt|edgar/data/1000045/0001398344-17-001849-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-02-17|edgar/data/1000045/0001398344-17-002228.txt|edgar/data/1000045/0001398344-17-002228-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-02-22|edgar/data/1000045/0001398344-17-002286.txt|edgar/data/1000045/0001398344-17-002286-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-03-02|edgar/data/1000045/0001398344-17-002919.txt|edgar/data/1000045/0001398344-17-002919-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-03-14|edgar/data/1000045/0001398344-17-003516.txt|edgar/data/1000045/0001398344-17-003516-index.html
1000045|NICHOLAS FINANCIAL INC|4|2017-03-16|edgar/data/1000045/0001398344-17-003576.txt|edgar/data/1000045/0001398344-17-003576-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2017-01-11|edgar/data/1000045/0001193125-17-007910.txt|edgar/data/1000045/0001193125-17-007910-index.html
1000045|NICHOLAS FINANCIAL INC|8-K|2017-02-02|edgar/data/1000045/0001193125-17-028419.txt|edgar/data/1000045/0001193125-17-028419-index.html
1000045|NICHOLAS FINANCIAL INC|CORRESP|2017-03-07|edgar/data/1000045/0001193125-17-072949.txt|edgar/data/1000045/0001193125-17-072949-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13D/A|2017-02-27|edgar/data/1000045/0000930413-17-000708.txt|edgar/data/1000045/0000930413-17-000708-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13D|2017-03-17|edgar/data/1000045/0001398344-17-003653.txt|edgar/data/1000045/0001398344-17-003653-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13G|2017-01-06|edgar/data/1000045/0001398344-17-000155.txt|edgar/data/1000045/0001398344-17-000155-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13G|2017-02-14|edgar/data/1000045/0001037389-17-000038.txt|edgar/data/1000045/0001037389-17-000038-index.html
1000045|NICHOLAS FINANCIAL INC|SC 13G|2017-02-14|edgar/data/1000045/0001104659-17-009276.txt|edgar/data/1000045/0001104659-17-009276-index.html
1000045|NICHOLAS FINANCIAL INC|UPLOAD|2017-02-07|edgar/data/1000045/0000000000-17-004330.txt|edgar/data/1000045/0000000000-17-004330-index.html
1000097|KINGDON CAPITAL MANAGEMENT, L.L.C.|13F-HR|2017-02-14|edgar/data/1000097/0000919574-17-001993.txt|edgar/data/1000097/0000919574-17-001993-index.html
